id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
292,hyundai,i30,Hyundai I30 2026 A/T / Redline (fastback),1399000.0,hatchback,Internal_Combustion_Engine,34975,13990,1500,True,140,,,7,automatic_dsg,95,4,50,253,4455,1795,1425,135,2650,450,korea,,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,39143,209850,,,,,,,True,True,,True,,,,,True,,,,,,,True,,,,,True,,True,True,,,,
293,hyundai,santa-fe,Hyundai Santa Fe 2025 Automtic,3150000.0,crossover/suv,Plug_in_Hybrid_PHEV,78750,31500,1600,True,235,,,6,automatic_traditional,95,4,67,,4830,1900,1770,177,2815,,korea,korea,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,88134,472500,5.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,60.0,
294,hyundai,santa-fe,Hyundai Santa Fe 2025 A/T / 4w,3650000.0,crossover/suv,Plug_in_Hybrid_PHEV,91250,36500,1600,True,235,,,6,automatic_traditional,95,4,67,,4830,1900,1770,177,2815,,korea,korea,2025,7,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,102124,547500,5.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,60.0,
295,hyundai,tucson,Hyundai Tucson 2025 A/T / SHADOW,1599000.0,crossover/suv,Internal_Combustion_Engine,39975,15990,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,44739,239850,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
296,hyundai,tucson,Hyundai Tucson 2026 A/T / SHADOW,1650000.0,crossover/suv,Internal_Combustion_Engine,41250,16500,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,46166,247500,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
297,hyundai,tucson,Hyundai Tucson 2025 A/T / Blaze,1749000.0,crossover/suv,Internal_Combustion_Engine,43725,17490,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,48936,262350,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
298,hyundai,tucson,Hyundai Tucson 2026 A/T / Blaze,1800000.0,crossover/suv,Internal_Combustion_Engine,45000,18000,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,50363,270000,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
299,hyundai,tucson,Hyundai Tucson 2026 A/T / Redine,1900000.0,crossover/suv,Internal_Combustion_Engine,47500,19000,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,53160,285000,6.0,True,,,True,,True,True,,,,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
300,hyundai,tucson,Hyundai Tucson 2025 A/T / NIGHT,1999000.0,crossover/suv,Internal_Combustion_Engine,49975,19990,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,55930,299850,6.0,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
301,hyundai,tucson,Hyundai Tucson 2026 A/T / NIGHT,2050000.0,crossover/suv,Internal_Combustion_Engine,51250,20500,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,57357,307500,6.0,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
302,hyundai,tucson,Hyundai Tucson 2025 A/T / BLACK DIAMOND,2099000.0,crossover/suv,Internal_Combustion_Engine,52475,20990,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,58728,314850,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
303,hyundai,tucson,Hyundai Tucson 2026 A/T / BLACK DIAMOND,2150000.0,crossover/suv,Internal_Combustion_Engine,53750,21500,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,60155,322500,6.0,True,,,True,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
304,hyundai,tucson,Hyundai Tucson 2025 A/T / N-Line,2199000.0,crossover/suv,Internal_Combustion_Engine,54975,21990,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2025,5,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,61526,329850,6.0,True,,,True,,True,,,,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
305,hyundai,tucson,Hyundai Tucson 2026 A/T / N-Line,2250000.0,crossover/suv,Internal_Combustion_Engine,56250,22500,1600,True,180,201,9.0,7,automatic_dsg,95,4,54,265,4500,1865,1651,170,2680,503,korea,czech,2026,5,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,62953,337500,6.0,True,,,True,,True,,,,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
306,jac,J7,Jac J7 2025 A/T / Deluxe,1019900.0,sedan,Internal_Combustion_Engine,25498,10199,1500,True,150,,,,automatic_cvt,95,4,55,210,4772,1820,1492,,2760,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,28536,152985,,True,,,True,True,True,True,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
307,jac,JS4,Jac JS4 2025 A/T / Deluxe,989900.0,crossover/suv,Internal_Combustion_Engine,24748,9899,1500,True,147,170,,,automatic_cvt,92,4,50,210,4410,1800,1660,200,2620,520,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,27697,148485,,True,,,,,True,True,,,,True,,True,True,,,,,,,,,,,,,,True,True,True,,,
308,jac,JS6,Jac JS6 2026 A/T / LIMITED,1240000.0,crossover/suv,Internal_Combustion_Engine,31000,12400,1500,True,181,,,6,automatic_dsg,95,4,,280,4605,1890,1700,,2720,,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,34694,186000,,True,,,,True,True,True,,,True,,,True,,,True,,,,,True,True,True,,,True,,True,True,True,,,
309,jac,JS6,Jac JS6 2026 A/T / Flagship,1290000.0,crossover/suv,Internal_Combustion_Engine,32250,12900,1500,True,181,,,6,automatic_dsg,95,4,,280,4605,1890,1700,,2720,,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,36093,193500,,True,True,,,True,True,True,,,True,,True,True,,,True,,,,,True,True,True,,,True,,True,True,True,,,
310,jac,s2,Jac S2 2025 A/T / Smart,739900.0,crossover/suv,Internal_Combustion_Engine,18498,7399,1500,False,113,175,12.8,,automatic_cvt,92,4,,,,,,,,,china,china,2025,5,front traction,True,True,True,True,,True,True,True,True,,True,,,True,True,True,True,True,True,True,,150000.0,6.0,20702,110985,6.5,,,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,True,,,,
311,jeep,Grand-Cherokee-L,Jeep Grand Cherokee L 2025 Automtic,5600000.0,crossover/suv,Internal_Combustion_Engine,140000,140000,3600,False,290,,,8,automatic_traditional,,6,,,5205,1979,1816,,3091,487,usa,egypt,2025,7,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,60000.0,3.0,156683,840000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
312,jetour,Dashing,Jetour Dashing 2026 A/T / Comfort,1155000.0,crossover/suv,Internal_Combustion_Engine,28875,11550,1500,True,156,,,6,automatic_dsg,95,4,57,230,4590,1900,1685,,2720,,china,china,2026,5,front traction,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,150000.0,6.0,32316,173250,,,,,True,True,True,True,True,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
313,jetour,Dashing,Jetour Dashing 2026 A/T / Luxury,1250000.0,crossover/suv,Internal_Combustion_Engine,31250,12500,1500,True,156,,,6,automatic_dsg,95,4,57,230,4590,1900,1685,,2720,,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,34974,187500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
314,jetour,Dashing,Jetour Dashing 2025 A/T / Comfort,1409000.0,crossover/suv,Internal_Combustion_Engine,35225,14090,1500,True,156,,,6,automatic_dsg,95,4,57,230,4590,1900,1685,,2720,,china,china,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,150000.0,6.0,39423,211350,,,,,True,True,True,True,True,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
315,jetour,Dashing,Jetour Dashing 2025 A/T / Luxury,1439000.0,crossover/suv,Internal_Combustion_Engine,35975,14390,1500,True,156,,,6,automatic_dsg,95,4,57,230,4590,1900,1685,,2720,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,40262,215850,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
316,jetour,Dashing,Jetour Dashing A/T / Luxury 2025,1639000.0,crossover/suv,Internal_Combustion_Engine,40975,16390,1600,True,197,,,7,automatic_dsg,95,4,57,290,4590,1900,1685,,2720,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,45858,245850,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
317,jetour,T1,Jetour T1 2026 A/T / Luxury,1585000.0,crossover/suv,Internal_Combustion_Engine,39625,15850,1500,True,184,,,7,automatic_dsg,92,4,,290,4705,1967,1843,,2800,574,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,44347,237750,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
318,jetour,T1,Jetour T1 2025 Automatic,1725000.0,crossover/suv,Internal_Combustion_Engine,43125,17250,1500,True,184,,,7,automatic_dsg,92,4,,290,4705,1967,1843,,2800,574,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,48264,258750,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
319,jetour,T2,Jetour T2 2026 A/T / Luxury,1775000.0,crossover/suv,Internal_Combustion_Engine,44375,17750,1500,True,184,,,7,automatic_dsg,95,4,70,290,4785,2006,1880,220,2800,,china,china,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,49663,266250,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,
320,jetour,T2,Jetour T2 Automtic 2025,1895000.0,crossover/suv,Internal_Combustion_Engine,47375,18950,1500,True,250,,,7,automatic_dsg,95,4,70,290,4785,2006,1880,220,2800,,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,53021,284250,,True,,,True,True,True,True,True,True,True,True,,True,True,,True,True,,,,,,,,,,,True,True,True,,,
321,jetour,X70,Jetour X70 2026 A/T / Comfort,1030000.0,crossover/suv,Internal_Combustion_Engine,25750,10300,1500,True,156,,,6,automatic_dsg,95,4,57,230,4743,1900,1720,,2720,104,china,china,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,150000.0,6.0,28819,154500,,,,,,,True,True,,,,,,True,True,,,True,,,,True,,True,,,True,True,True,True,True,,,
322,jetour,X70,Jetour X70 2026 A/T / Luxury,1150000.0,crossover/suv,Internal_Combustion_Engine,28750,11500,1500,True,156,,,6,automatic_dsg,95,4,57,230,4743,1900,1720,,2720,104,china,china,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,32176,172500,,True,True,,,True,True,True,,True,True,,True,True,True,,True,True,,,,True,True,True,,True,True,True,True,True,True,,,
323,jetour,X70-Plus,Jetour X70 Plus 2026 A/T / Luxury local,1160000.0,crossover/suv,Internal_Combustion_Engine,29000,11600,1500,True,156,180,,6,automatic_dsg,95,4,57,230,4749,1900,1720,,2720,,china,egypt,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,32456,174000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,,,
324,jetour,X90-Plus,Jetour X90 Plus 2025 A/T / Luxury,1470000.0,crossover/suv,Internal_Combustion_Engine,36750,14700,1600,True,197,,,7,automatic_dsg,95,4,57,290,4858,1925,1780,,2850,,china,china,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,41129,220500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
325,jetour,X90-Plus,Jetour X90 Plus 2026 A/T / Luxury,1520000.0,crossover/suv,Internal_Combustion_Engine,38000,15200,1600,True,197,,,7,automatic_dsg,95,4,57,290,4858,1925,1780,,2850,,china,china,2026,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,6.0,42528,228000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,,,True,True,True,True,True,,,
326,kgm,KGM-Torres,KGM Torres 2025 Automtic /comfort,1575000.0,crossover/suv,Internal_Combustion_Engine,39375,15750,1500,True,168,,,8,automatic_traditional,92,4,,280,,,,,,,south korea,korea,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,44067,236250,,,,,True,True,True,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,True,True,True,,,
327,kgm,KGM-Torres,KGM Torres 2025 Automtic /advanced,1699000.0,crossover/suv,Internal_Combustion_Engine,42475,16990,1500,True,168,,,8,automatic_traditional,92,4,,280,,,,,,,south korea,korea,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,47537,254850,,True,,,True,True,True,True,True,True,True,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
328,kgm,KGM-Torres,KGM Torres 2025 A/T / Premium,1849000.0,crossover/suv,Internal_Combustion_Engine,46225,18490,1500,True,168,,,8,automatic_traditional,92,4,,280,,,,,,,south korea,korea,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,51733,277350,,True,,,True,True,True,True,True,True,True,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
329,kgm,KGM-Torres,KGM Torres 2025 A/T / Luxury,1990000.0,crossover/suv,Internal_Combustion_Engine,49750,19900,1500,True,168,,,8,automatic_traditional,92,4,,280,,,,,,,south korea,korea,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,55679,298500,,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
330,kgm,KGM-Torres,KGM Torres 2025 Automtic /adventure plus 4*4,2090000.0,crossover/suv,Internal_Combustion_Engine,52250,20900,1500,True,168,,,8,automatic_traditional,92,4,,280,,,,,,,south korea,korea,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,58476,313500,,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
331,kia,KIA-K4,Kia K4 2026 A/T / Highline,1399900.0,sedan,Internal_Combustion_Engine,34998,13999,1600,False,123,,,6,automatic_traditional,92,4,47,151,4710,1850,1435,140,2720,508,korea,mexico,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,39168,209985,,True,,,True,,True,,,True,,True,,True,True,,,,,,,True,True,True,,,True,,True,True,True,,,
332,kia,KIA-K4,Kia K4 2026 A/T / GT-line,1599900.0,sedan,Internal_Combustion_Engine,39998,15999,1600,True,190,,,8,automatic_traditional,95,4,47,264,4710,1850,1435,140,2720,508,korea,mexico,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,44764,239985,,True,,,True,,True,True,,True,,True,,True,True,True,True,True,,,,True,True,True,,,True,,True,True,True,,,
333,kia,KIA-K4,Kia K4 2026 A/T / GT-line Black Edition,1749900.0,sedan,Internal_Combustion_Engine,43748,17499,1600,True,190,,,8,automatic_traditional,95,4,47,264,4710,1850,1435,140,2720,508,korea,mexico,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,48961,262485,,True,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,True,True,True,,True,True,,True,True,True,,,
334,kia,Seltos,Kia Seltos 2025 A/T / EX,1249900.0,crossover/suv,Internal_Combustion_Engine,31248,12499,1500,False,115,,,,automatic_cvt,92,4,50,145,4385,1800,1620,190,2630,460,korea,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,True,100000.0,5.0,34971,187485,,,,,True,,,,,,,True,,,,,,,,,,,True,True,,,True,True,True,True,True,,,
335,kia,Seltos,Kia Seltos 2025 A/T / Highline,1399900.0,crossover/suv,Internal_Combustion_Engine,34998,13999,1400,True,140,,,7,automatic_dsg,92,4,50,247,4385,1800,1620,190,2630,460,korea,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,39168,209985,,,,,True,,,,,True,,True,,True,,,True,,,,,,True,True,,True,True,True,True,True,True,,,
336,kia,Seltos,Kia Seltos 2025 A/T / Top Line,1524900.0,crossover/suv,Internal_Combustion_Engine,38123,15249,1400,True,140,,,7,automatic_dsg,92,4,50,247,4385,1800,1620,190,2630,460,korea,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,42665,228735,,,,,True,True,,,,True,,,,True,,True,True,,,,,,True,True,,True,True,True,True,True,True,,,
337,kia,Xceed,Kia Xceed 2025 A/T / Highline,1399900.0,hatchback,Internal_Combustion_Engine,34998,13999,1500,True,160,,9.2,7,automatic_dsg,95,4,50,253,4395,1862,1483,184,2650,426,korea,slovakia,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,39168,209985,6.1,True,,,,True,True,True,,,,True,,,True,,,True,,,,,,,,,,,True,True,True,,,
338,kia,Xceed,Kia Xceed 2025 A/T / Highline / Panorama,1499900.0,hatchback,Internal_Combustion_Engine,37498,14999,1500,True,160,,9.2,7,automatic_dsg,95,4,50,253,4395,1862,1483,184,2650,426,korea,slovakia,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,41966,224985,6.1,True,,,,True,True,True,,,,True,,,True,,True,True,,,,,,,,,,,True,True,True,,,
339,kia,Xceed,Kia Xceed 2025 A/T / Top Line / Panorama,1599900.0,hatchback,Internal_Combustion_Engine,39998,15999,1500,True,160,,9.2,7,automatic_dsg,95,4,50,253,4395,1862,1483,184,2650,426,korea,slovakia,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,44764,239985,6.1,True,,,True,True,True,True,,,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
340,kia,sorento,Kia Sorento 2025 A/T / Topline,3499900.0,crossover/suv,Internal_Combustion_Engine,87498,34999,1600,True,230,,,6,automatic_traditional,95,,67,350,4815,1900,1695,176,2815,608,korea,korea,2025,7,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,97924,524985,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,
341,kia,sportage,Kia Sportage 2026 A/T / LX,1699900.0,crossover/suv,Internal_Combustion_Engine,42498,16999,1600,True,180,,,7,automatic_dsg,95,4,54,265,,,,170,591,,korea,,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,100000.0,5.0,47562,254985,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,True,True,True,,,
342,kia,sportage,Kia Sportage 2025 A/T / LX,1799900.0,crossover/suv,Internal_Combustion_Engine,44998,17999,1600,True,180,,,7,automatic_dsg,95,4,54,265,4515,1865,1650,170,2680,591,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,50360,269985,,,,,True,,True,True,,,,,,,True,,,,,,,,,,,,,,True,True,True,,,
343,kia,sportage,Kia Sportage 2026 A/T / EX,1799900.0,crossover/suv,Internal_Combustion_Engine,44998,17999,1600,True,180,,,7,automatic_dsg,95,4,54,265,,,,170,591,,korea,,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,100000.0,5.0,50360,269985,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,True,True,True,,,
344,kia,sportage,Kia Sportage 2025 A/T / EX,1919900.0,crossover/suv,Internal_Combustion_Engine,47998,19199,1600,True,180,,,7,automatic_dsg,95,4,54,265,4515,1865,1650,170,2680,591,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,53717,287985,,True,,,True,,True,True,,,,,,True,True,,,True,,,,,,,,,,,True,True,True,,,
345,kia,sportage,Kia Sportage 2026 A/T / Highline,1949900.0,crossover/suv,Internal_Combustion_Engine,48748,19499,1600,True,180,,,7,automatic_dsg,95,4,54,265,,,,170,591,,korea,,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,100000.0,5.0,54557,292485,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,True,True,True,,,
346,kia,sportage,Kia Sportage 2025 A/T / Highline,2024900.0,crossover/suv,Internal_Combustion_Engine,50623,20249,1600,True,180,,,7,automatic_dsg,95,4,54,265,4515,1865,1650,170,2680,591,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,56655,303735,,True,,,True,True,True,True,,,True,,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
347,kia,sportage,Kia Sportage 2025 A/T / Top Line,2149900.0,crossover/suv,Internal_Combustion_Engine,53748,21499,1600,True,180,,,7,automatic_dsg,95,4,54,265,4515,1865,1650,170,2680,591,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,60152,322485,,True,,,True,True,True,True,,,True,,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
348,kia,sportage,Kia Sportage 2026 A/T / Premium,2149900.0,crossover/suv,Internal_Combustion_Engine,53748,21499,1600,True,180,,,7,automatic_dsg,95,4,54,265,,,,170,591,,korea,,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,100000.0,5.0,60152,322485,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,True,True,True,,,
349,kia,sportage,Kia Sportage 2026 A/T / GT-line,2249900.0,crossover/suv,Internal_Combustion_Engine,56248,22499,1600,True,180,,,7,automatic_dsg,95,4,54,265,,,,170,,591,korea,,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,,,True,True,True,100000.0,5.0,62950,337485,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,True,True,True,,,
350,kia,sportage,Kia Sportage 2025 A/T /  GT-Line,2274900.0,crossover/suv,Internal_Combustion_Engine,56873,22749,1600,True,180,,,7,automatic_dsg,95,4,54,265,4515,1865,1650,170,2680,591,korea,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,63650,341235,,True,,,True,True,True,True,,,True,,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
